quote|author|category
Novelists are not equipped to make a movie, in my opinion. They make their own movie when they write: they're casting, they're dressing the scene, they're working out where the energy of the scene is coming from and they're also relying tremendously on the creative imagination of the reader.|John le Carre|['imagination']
Novels are the Socratic dialogues of our time. Practical wisdom fled from school wisdom into this liberal form.|Karl Wilhelm Friedrich Schlegel|['wisdom']
Now I can do no more. We must trust to the Great Disposer of all events and the justice of our cause. I thank God for this opportunity of doing my duty.|Horatio Nelson|['trust']
Now I need to take a piece of wood and make it sound like the railroad track, but I also had to make it beautiful and lovable so that a person playing it would think of it in terms of his mistress, a bartender, his wife, a good psychiatrist - whatever.|Les Paul|['good']
Now I see the secret of making the best person: it is to grow in the open air and to eat and sleep with the earth.|Walt Whitman|['best']
Now I'm an old Christmas tree, the roots of which have died. They just come along and while the little needles fall off me replace them with medallions.|Orson Welles|['christmas']
Now a soft kiss - Aye, by that kiss, I vow an endless bliss.|John Keats|['valentinesday']
Now all the knowledge and wisdom that is in creatures, whether angels or men, is nothing else but a participation of that one eternal, immutable and increased wisdom of God.|Ralph Cudworth|['knowledge', 'wisdom']
Now for my own case, I bless the Lord that, for all that hath been said of me, my conscience doth not condemn me. I do not say I am free of sin, but I am at peace with God through a slain Mediator and I believe that there is no salvation but only in Christ.|Donald Cargill|['peace']
Now is the age of anxiety.|W. H. Auden|['age']
Now it is established in the sciences that no knowledge is acquired save through the study of its causes and beginnings, if it has had causes and beginnings nor completed except by knowledge of its accidents and accompanying essentials.|Avicenna|['knowledge']
Now it is human nature to want to eat to ones fill when hungry, to want to warm up when cold, to want to rest when tired. These all are a part of people's emotional nature.|Xun Zi|['nature']
Now our founding fathers had the wisdom to know that social acceptance and popularity were fleeing, and that this country's principles needed to be rooted in strengths greater than the passions and the emotions of the times.|Chris Christie|['wisdom']
Now our job, our duty, our responsibility to ensure the safety and security of our citizens cannot be complete unless we guarantee health care security for our citizens.|Thomas Vilsack|['health']
Now people all across America are starting to believe in America again. We are coming back, back to the heights of greatness, back to America's proud role as a temple of justice and a champion of peace.|Theodore C. Sorensen|['peace']
Now science has presented us with a hope called stem cell research, which may provide our scientists with many answers that have for so long been beyond our grasp.|Nancy Reagan|['hope', 'science']
Now that I look back on it, having retired from being a reporter, it was kind of romantic. It was a wonderful way to live one's life, just as I imagined it would be when I was 6 or 7.|Charles Kuralt|['romantic']
Now that the House of Commons is trying to become useful, it does a great deal of harm.|Oscar Wilde|['great']
Now the reason the enlightened prince and the wise general conquer the enemy whenever they move and their achievements surpass those of ordinary men is foreknowledge.|Sun Tzu|['men']
Now this relaxation of the mind from work consists on playful words or deeds. Therefore it becomes a wise and virtuous man to have recourse to such things at times.|Thomas Aquinas|['work']
Now, God be praised, that to believing souls gives light in darkness, comfort in despair.|William Shakespeare|['faith', 'god']
Now, I learned soon enough, that among the three, two don't trust the third one - the third one is the government. Both industry and unions feel the government is a talking organization and a spending organization.|Shimon Peres|['government', 'trust']
Now, do I think there has to be shared sacrifice among other nations in the world who want a stable and secure world? Absolutely, there has to be. But I don't think that America can ever abdicate its leadership role in the world because of who we are and where we've come from. We are the symbol for the world for freedom and liberty.|Chris Christie|['freedom', 'leadership']
Now, everybody, I suppose, is aware that in recent years the silly business of divination by dreams has ceased to be a joke and has become a very serious science.|Arthur Machen|['dreams']
Now, for this book I had to learn the world of the Senate, which is really for all that's written about the Senate, an unknowing world and its mores, and the way things work with subcommittees and all. I loved learning about that.|Robert Caro|['learning']
Now, in New Jersey, we have more government workers per square mile than any state in America. But since I've been governor we now have fewer people on the state payroll at any time since Christie Whitman left office in January 2001. That's the right direction, Mr. President, not the wrong direction.|Chris Christie|['government']
Now, we believe that the majority of teachers in America know our system must be reformed, to put students first so that America can compete, that teachers don't teach to become rich or famous. They teach because they love children.|Chris Christie|['famous']
Now, we occupy a lowly position, both in space and rank in comparison with the heavenly sphere, and the Almighty is Most High not in space, but with respect to absolute existence, greatness and power.|Maimonides|['power', 'respect']
Nowadays it is the fashion to emphasize the horrors of the last war. I didn't find it so horrible. There are just as horrible things happening all round us today, if only we had eyes to see them.|Ludwig Wittgenstein|['war']
Nowadays nothing but money counts: a fortune brings honors, friendships the poor man everywhere lies low.|Ovid|['money']
Nowadays the rage for possession has got to such a pitch that there is nothing in the realm of nature, whether sacred or profane, out of which profit cannot be squeezed.|Desiderius Erasmus|['nature']
Nullification means insurrection and war and the other states have a right to put it down.|Andrew Jackson|['war']
Number one, cash is king... number two, communicate... number three, buy or bury the competition.|Jack Welch|['communication']
Numerous politicians have seized absolute power and muzzled the press. Never in history has the press seized absolute power and muzzled the politicians.|David Brinkley|['history', 'power']
Nurses are an integral component of the health care system, and it is important that we recognize the over 2.7 million registered nurses for the significant work that they do.|Nathan Deal|['health']
Nurture your minds with great thoughts. To believe in the heroic makes heroes.|Benjamin Disraeli|['great', 'inspirational']
O God, O God, how weary, stale, flat, and unprofitable seem to me all the uses of this world!|William Shakespeare|['god']
O Lord, help me to be pure, but not yet.|Saint Augustine|['funny']
O love, if I regret the age when one savors you, it is not for the hour of pleasure, but for the one that follows it.|Jean-Jacques Rousseau|['age']
O man you are busy working for the world, and the world is busy trying to turn you out.|Abu Bakr|['work']
O my brethren, my heart is enlarge towards you. I trust I feel something of that hidden, but powerful presence of Christ, whilst I am preaching to you.|George Whitefield|['trust']
O reason, reason, abstract phantom of the waking state, I had already expelled you from my dreams, now I have reached a point where those dreams are about to become fused with apparent realities: now there is only room here for myself.|Louis Aragon|['dreams']
O that unbelievers would learn of faithful Abraham, and believe whatever is revealed from God, though they cannot fully comprehend it! Abraham knew God commanded him to offer up his son, and therefore believed, notwithstanding carnal reasoning might suggest may objections.|George Whitefield|['god']
O! many a shaft, at random sent, Finds mark the archer little meant! And many a word, at random spoken, May soothe or wound a heart that's broken!|Walter Scott|['movingon']
O! what a Godlike Power is that of doing Good! I envy the Rich and the Great for nothing else!|Samuel Richardson|['power']
O, thou art fairer than the evening air clad in the beauty of a thousand stars.|Christopher Marlowe|['art', 'beauty', 'love']
Obedience is an act of faith disobedience is the result of unbelief.|Edwin Louis Cole|['faith']
Obedience is the fruit of faith.|Christina Rossetti|['faith']
Obedience is the mother of success and is wedded to safety.|Aeschylus|['success']
Obedience to lawful authority is the foundation of manly character.|Robert E. Lee|['legal']
Objects we ardently pursue bring little happiness when gained most of our pleasures come from unexpected sources.|Herbert Spencer|['happiness']
Obscenity, which is ever blasphemy against the divine beauty in life, is a monster for which the corruption of society forever brings forth new food, which it devours in secret.|Percy Bysshe Shelley|['beauty', 'food', 'society']
Observation is a passive science, experimentation an active science.|Claude Bernard|['science']
Observation more than books and experience more than persons, are the prime educators.|Amos Bronson Alcott|['experience']
Observe all men, thyself most.|Benjamin Franklin|['men']
Observe constantly that all things take place by change, and accustom thyself to consider that the nature of the Universe loves nothing so much as to change the things which are, and to make new things like them.|Marcus Aurelius|['change', 'nature']
Observe good faith and justice toward all nations. Cultivate peace and harmony with all.|George Washington|['faith', 'good', 'history', 'peace']
Obsessed by a fairy tale, we spend our lives searching for a magic door and a lost kingdom of peace.|Eugene O'Neill|['peace']
Obstacles are those frightful things you see when you take your eyes off your goal.|Henry Ford|['wisdom']
Obviously one must hold oneself responsible for the evil impulses of one's dreams. In what other way can one deal with them? Unless the content of the dream rightly understood is inspired by alien spirits, it is part of my own being.|Sigmund Freud|['dreams']
Obviously the facts are never just coming at you but are incorporated by an imagination that is formed by your previous experience. Memories of the past are not memories of facts but memories of your imaginings of the facts.|Philip Roth|['imagination']
Occurrences in this domain are beyond the reach of exact prediction because of the variety of factors in operation, not because of any lack of order in nature.|Albert Einstein|['nature']
Ocean is more ancient than the mountains, and freighted with the memories and the dreams of Time.|H. P. Lovecraft|['dreams']
Oceania was at war with Eurasia therefore Oceania had always been at war with Eurasia.|George Orwell|['war']
Odd how the creative power at once brings the whole universe to order.|Virginia Woolf|['power']
Of all escape mechanisms, death is the most efficient.|Henry Ward Beecher|['death']
Of all forms of caution, caution in love is perhaps the most fatal to true happiness.|Bertrand Russell|['happiness']
Of all lies, art is the least untrue.|Gustave Flaubert|['art']
Of all nature's gifts to the human race, what is sweeter to a man than his children?|Marcus Tullius Cicero|['nature']
Of all noises, I think music is the least disagreeable.|Samuel Johnson|['music']
Of all of our inventions for mass communication, pictures still speak the most universally understood language.|Walt Disney|['communication']
Of all our possessions, wisdom alone is imortal.|Isocrates|['alone', 'wisdom']
Of all possible subjects, travel is the most difficult for an artist, as it is the easiest for a journalist.|W. H. Auden|['travel']
Of all religions, the Christian should of course inspire the most tolerance, but until now Christians have been the most intolerant of all men.|Voltaire|['men']
Of all tasks of government the most basic is to protect its citizens against violence.|John Foster Dulles|['government']
Of all that is written, I love only what a person has written with his own blood.|Friedrich Nietzsche|['love']
Of all the enemies of public liberty, war is perhaps the most to be dreaded, because it comprises and develops the germ of every other.|James Madison|['war']
Of all the gods only death does not desire gifts.|Aeschylus|['death']
Of all the hazards, fear is the worst.|Sam Snead|['fear']
Of all the men that have run for president in the twentieth century, only George McGovern truly understood what a monument America could be to the human race.|Hunter S. Thompson|['men']
Of all the music that reached farthest into heaven, it is the beating of a loving heart.|Henry Ward Beecher|['music']
Of all the things I've done, the most vital is coordinating those who work with me and aiming their efforts at a certain goal.|Walt Disney|['work']
Of all the tyrannies that affect mankind, tyranny in religion is the worst.|Thomas Paine|['religion']
Of all those arts in which the wise excel, Nature's chief masterpiece is writing well.|Andre Breton|['nature']
Of all tyrannies a tyranny sincerely exercised for the good of its victims may be the most oppressive.|C. S. Lewis|['good']
Of course God is endlessly multi-dimensional so every religion that exists on earth represents some face, some side of God.|Aleksandr Solzhenitsyn|['religion']
Of course I know very little about architecture, and the older I get the less I know.|Richard Rogers|['architecture']
Of course it's true: the public want to see young people - young people are the people who go to the cinema. It's a sad fact of life, but you've got to accept it and not whine about it.|Joan Collins|['sad']
Of course the EU and member states must work to ensure that people moving from one country to another understand their obligations and their rights in areas like health, road safety and further education.|John Bruton|['education', 'health']
Of course, Americans have no monopoly of patriotic enthusiasm and good faith.|Herbert Croly|['faith']
Of course, Einstein was a very great scientist indeed, and I have enormous respect for him, and great admiration for the discoveries he made. But he was very committed to a view of the objectivity of the physical world.|John Polkinghorne|['respect']
Of course, I did lots of what would be called graphic design now, what used to be called commercial art.|Leonard Baskin|['design']
Of course, I do have a slight advantage over the rest of you. It helps in a pinch to be able to remind your bride that you gave up a throne for her.|King Edward VIII|['wedding']
Of course, a positive growth rate might be taken as evidence that a population is below its optimum.|Garrett Hardin|['positive']
Of course, in our grade school, in those days, there were no organized sports at all. We just went out and ran around the school yard for recess.|Alan Shepard|['sports']
Of course, nobody would deny the importance of human beings for theological thinking, but the time span of history that theologians think about is a few thousand years of human culture rather than the fifteen billion years of the history of the universe.|John Polkinghorne|['history']
Of course, the plea for respect for nonhuman life goes far beyond the scientific delight of familiarity with our planet mates. The nonhuman forms of life with which we 6,000 million talking, upright apes share this finite planet are directly or indirectly connected to our well-being.|Lynn Margulis|['respect']
Of course, the simple explanation of the fact is that marriage is the most important act of man's life in Europe or America, and that everything depends upon it.|Lafcadio Hearn|['marriage']
Of emotions, of love, of breakup, of love and hate and death and dying, mama, apple pie, and the whole thing. It covers a lot of territory, country music does.|Johnny Cash|['death', 'music']
Of prosperity mortals can never have enough.|Aeschylus|['wisdom']
Of the billionaires I have known, money just brings out the basic traits in them. If they were jerks before they had money, they are simply jerks with a billion dollars.|Warren Buffett|['money']
Of the twenty-two civilizations that have appeared in history, nineteen of them collapsed when they reached the moral state the United States is in now.|Arnold J. Toynbee|['history']
Of the various forms of government which have prevailed in the world, an hereditary monarchy seems to present the fairest scope for ridicule.|Edward Gibbon|['government']
Of these years nought remains in memory but the sad feeling that we have advanced and only grown older.|Max Muller|['sad']
Of two pleasures, if there be one which all or almost all who have experience of both give a decided preference, irrespective of any feeling of moral obligation to prefer it, that is the more desirable pleasure.|John Stuart Mill|['experience']
Off with you! You're a happy fellow, for you'll give happiness and joy to many other people. There is nothing better or greater than that!|Ludwig van Beethoven|['happiness']
Official education was telling people almost nothing of the nature of all those things on the seashores, and in the redwood forests, in the deserts and in the plains.|Gregory Bateson|['education']
Often people display a curious respect for a man drunk, rather like the respect of simple races for the insane... There is something awe-inspiring in one who has lost all inhibitions.|F. Scott Fitzgerald|['respect']
Often the hands will solve a mystery that the intellect has struggled with in vain.|Carl Jung|['intelligence']
Oh literature, oh the glorious Art, how it preys upon the marrow in our bones. It scoops the stuffing out of us, and chucks us aside. Alas!|David Herbert Lawrence|['art']
Oh who can tell the range of joy or set the bounds of beauty?|Sara Teasdale|['beauty']
Oh! this opponent, this collaborator against your will, whose notion of beauty always differs from yours and whose means are often too limited for active assistance to your intentions!|Alexander Alekhine|['beauty']
Oh, give us the man who sings at his work.|Thomas Carlyle|['work']
Oh, if I could but live another century and see the fruition of all the work for women! There is so much yet to be done.|Susan B. Anthony|['women', 'work']
Oh, if I had been loved at the age of seventeen, what an idiot I would be today. Happiness is like smallpox: if you catch it too soon, it can completely ruin your constitution.|Gustave Flaubert|['age', 'happiness']
Oh, love will make a dog howl in rhyme.|Francis Beaumont|['love']
Oh, my ways are strange ways and new ways and old ways, And deep ways and steep ways and high ways and low, I'm at home and at ease on a track that I know not, And restless and lost on a road that I know.|Henry Lawson|['home']
Oh, the ignorance of us upon whom Providence did not sufficiently smile to permit us to be born in New England.|Horace Porter|['smile']
Oh, the relationship with actors and managers and agents and things is a terrible problem sometimes.|John Schlesinger|['relationship']
Oh, the tiger will love you. There is no sincerer love than the love of food.|George Bernard Shaw|['food', 'love']
Ohio claims they are due a president as they haven't had one since Taft. Look at the United States, they have not had one since Lincoln.|Will Rogers|['government']
Old age adds to the respect due to virtue, but it takes nothing from the contempt inspired by vice it whitens only the hair.|Ira Gershwin|['age']
Old age and sickness bring out the essential characteristics of a man.|Felix Frankfurter|['age']
Old age and the passage of time teach all things.|Sophocles|['age', 'time']
Old age comes on suddenly, and not gradually as is thought.|Emily Dickinson|['age']
Old age has deformities enough of its own. It should never add to them the deformity of vice.|Eleanor Roosevelt|['age']
Old age has its pleasures, which, though different, are not less than the pleasures of youth.|W. Somerset Maugham|['age']
Old age is a special problem for me because I've never been able to shed the mental image I have of myself - a lad of about 19.|E. B. White|['age']
Old age is always wakeful as if, the longer linked with life, the less man has to do with aught that looks like death.|Herman Melville|['age', 'death']
Old age is far more than white hair, wrinkles, the feeling that it is too late and the game finished, that the stage belongs to the rising generations. The true evil is not the weakening of the body, but the indifference of the soul.|Andre Maurois|['age']
Old age is like everything else. To make a success of it, you've got to start young.|Theodore Roosevelt|['age', 'success']
Old age is no place for sissies.|Bette Davis|['age']
Old age is not a disease - it is strength and survivorship, triumph over all kinds of vicissitudes and disappointments, trials and illnesses.|Maggie Kuhn|['age', 'strength']
Old age is not a matter for sorrow. It is matter for thanks if we have left our work done behind us.|Thomas Carlyle|['age', 'thankful', 'work']
Old age is ready to undertake tasks that youth shirked because they would take too long.|W. Somerset Maugham|['age']
Old age is the most unexpected of all the things that can happen to a man.|James Thurber|['age']
Old age is the most unexpected of all things that happen to a man.|Leon Trotsky|['age']
Old age isn't so bad when you consider the alternative.|Maurice Chevalier|['age']
Old age realizes the dreams of youth: look at Dean Swift in his youth he built an asylum for the insane, in his old age he was himself an inmate.|Soren Kierkegaard|['age', 'dreams']
Old age, believe me, is a good and pleasant thing. It is true you are gently shouldered off the stage, but then you are given such a comfortable front stall as spectator.|Confucius|['age', 'good']
Old age, calm, expanded, broad with the haughty breadth of the universe, old age flowing free with the delicious near-by freedom of death.|Edith Wharton|['age', 'death', 'freedom']
Old age: the crown of life, our play's last act.|Marcus Tullius Cicero|['age']
Old forms of government finally grow so oppressive that they must be thrown off even at the risk of reigns of terror.|Herbert Spencer|['government']
Old hands soil, it seems, whatever they caress, but they too have their beauty when they are joined in prayer. Young hands were made for caresses and the sheathing of love. It is a pity to make them join too soon.|Andre Gide|['beauty']
Old men are dangerous: it doesn't matter to them what is going to happen to the world.|George Bernard Shaw|['men']
Old minds are like old horses you must exercise them if you wish to keep them in working order.|John Adams|['age']
Old wood best to burn, old wine to drink, old friends to trust, and old authors to read.|Athenaeus|['best', 'trust']
Older men declare war. But it is the youth that must fight and die.|Herbert Hoover|['men', 'war']
Older people shouldn't eat health food, they need all the preservatives they can get.|Robert Orben|['food', 'funny', 'health']
Olympism seeks to create a way of life based on the joy found in effort, the educational value of a good example and respect for universal fundamental ethical principles.|Pierre de Coubertin|['respect']
On July 18, we will mark the 12th anniversary of the senseless loss of 85 lives in the bombing of the Jewish Cultural Center in Buenos Aires, Argentina.|Tom Lantos|['anniversary']
On July 26, 1916, I announced to all my friends in America that from now on I resolved to write no more poems in the classical language, and to begin my experiments in writing poetry in the so-called vulgar tongue of the people.|Hu Shih|['poetry']
On Sunday morning, I'm not nervous... I can't wait to tell what God wants me to say.|Charles Stanley|['god', 'morning']
On Thanksgiving I will stop to give thanks that my family is safe and healthy, especially because I realize that, following the tragedies of this year, it is all too real a possibility that they might not have been.|Bobby Jindal|['family', 'thanksgiving']
On a level plain, simple mounds look like hills and the insipid flatness of our present bourgeoisie is to be measured by the altitude of its great intellects.|Karl Marx|['great']
On account of being a democracy and run by the people, we are the only nation in the world that has to keep a government four years, no matter what it does.|Will Rogers|['government']
On all the peaks lies peace.|Johann Wolfgang von Goethe|['peace']
On one issue at least, men and women agree they both distrust women.|James Russell Lowell|['women']
On radio and television, magazines and the movies, you can't tell what you're going to get. When you look at the comic page, you can usually depend on something acceptable by the entire family.|Bil Keane|['movies']
On rare occasions one does hear of a miraculous case of a married couple falling in love after marriage, but on close examination it will be found that it is a mere adjustment to the inevitable.|Emma Goldman|['marriage']
On receiving from the people the sacred trust twice confided on my illustrious predecessor, and which he has discharged so faithfully and so well, I know that I can not expect to perform the arduous task with equal ability and success.|Martin Van Buren|['success', 'trust']
On some great and glorious day the plain folks of the land will reach their heart's desire at last, and the White House will be adorned by a downright moron.|H. L. Mencken|['great']
On the 28th the ship's company received two months pay in advance, and on the following morning we worked out to St. Helen's, where we were obliged to anchor.|William Bligh|['morning']
On the basis of biological, sociological, and historical knowledge, we should recognize that the individual self is subject to death or decay, but the sum total of individual achievement, for better or worse, lives on in the immortality of The Larger.|Hu Shih|['death', 'knowledge']
On the diffusion of education among the people rest the preservation and perpetuation of our free institutions.|Daniel Webster|['education']
On the mountains of truth you can never climb in vain: either you will reach a point higher up today, or you will be training your powers so that you will be able to climb higher tomorrow.|Friedrich Nietzsche|['truth']
On the one hand we publicly pronounce the equality of all peoples on the other hand, in our immigration laws, we embrace in practice these very theories we abhor and verbally condemn.|Emanuel Celler|['equality']
On the plus side, death is one of the few things that can be done as easily lying down .|Woody Allen|['death']
On the recollection of so many and great favours and blessings, I now, with a high sense of gratitude, presume to offer up my sincere thanks to the Almighty, the Creator and Preserver.|William Bartram|['great', 'inspirational']
On the road to equality there is no better place for blacks to detour around American values than in forgoing its example in the treatment of its women and the organization of its family.|Eleanor Holmes Norton|['equality']
On the same line of reasoning, if Australians were to be Australians, or rather if Australians were as separate from any other nation as Australia from any other land, there would be no jealousy between them on England's account.|Henry Lawson|['jealousy']
On the stage you're there, it's live. There's a beginning, a middle, an end. When something is funny you hear it right away.|Theodore Bikel|['funny']
On the whole, I think women wear too much and are to fussy. You can't see the person for all the clutter.|Julie Andrews|['women']
On the whole, human beings want to be good, but not too good, and not quite all the time.|George Orwell|['good', 'time']
Once I knew only darkness and stillness... my life was without past or future... but a little word from the fingers of another fell into my hand that clutched at emptiness, and my heart leaped to the rapture of living.|Helen Keller|['future', 'inspirational', 'life']
Once I planned to write a book of poems entirely about the things in my pocket. But I found it would be too long and the age of the great epics is past.|Gilbert K. Chesterton|['age', 'great']
Once I understood Bach's music, I wanted to be a concert pianist. Bach made me dedicate my life to music, and it was that teacher who introduced me to his world.|Nina Simone|['teacher']
Once a disease has entered the body, all parts which are healthy must fight it: not one alone, but all. Because a disease might mean their common death. Nature knows this and Nature attacks the disease with whatever help she can muster.|Paracelsus|['alone', 'death']
Once a woman has forgiven her man, she must not reheat his sins for breakfast.|Marlene Dietrich|['forgiveness']
Once in his life, every man is entitled to fall madly in love with a gorgeous redhead.|Lucille Ball|['life', 'love']
Once men are caught up in an event, they cease to be afraid. Only the unknown frightens men.|Antoine de Saint-Exupery|['men']
Once spirit was God, then it became man, and now it is even becoming mob.|Friedrich Nietzsche|['god']
Once the command of the air is obtained by one of the contending armies, the war becomes a conflict between a seeing host and one that is blind.|H. G. Wells|['war']
Once the realization is accepted that even between the closest human beings infinite distances continue, a wonderful living side by side can grow, if they succeed in loving the distance between them which makes it possible for each to see the other whole against the sky.|Rainer Maria Rilke|['love']
Once to every person and nation come the moment to decide. In the conflict of truth with falsehood, for the good or evil side.|James Russell Lowell|['truth']
Once upon a time my political opponents honored me as possessing the fabulous intellectual and economic power by which I created a worldwide depression all by myself.|Herbert Hoover|['power']
Once we believe in ourselves, we can risk curiosity, wonder, spontaneous delight, or any experience that reveals the human spirit.|e. e. cummings|['experience']
Once we have a war there is only one thing to do. It must be won. For defeat brings worse things than any that can ever happen in war.|Ernest Hemingway|['war']
Once you accept your own death, all of a sudden you're free to live. You no longer care about your reputation. You no longer care except so far as your life can be used tactically to promote a cause you believe in.|Saul Alinsky|['death']
Once you agree upon the price you and your family must pay for success, it enables you to ignore the minor hurts, the opponent's pressure, and the temporary failures.|Vince Lombardi|['family', 'success']
Once you eliminate the impossible, whatever remains, no matter how improbable, must be the truth.|Arthur Conan Doyle|['truth']
Once you learn to quit, it becomes a habit.|Vince Lombardi|['learning']
Once you replace negative thoughts with positive ones, you'll start having positive results.|Willie Nelson|['positive']
Once you start a working on something, don't be afraid of failure and don't abandon it. People who work sincerely are the happiest.|Chanakya|['failure', 'work']
Once you understand this way, you will be able to make your room alive you will be able to design a house together with your family a garden for your children places where you can work beautiful terraces where you can sit and dream.|Christopher Alexander|['design']
Once you're successful with a certain kind of music, it's hard not to have faith in it as a means to stay successful.|Roberta Flack|['faith']
Once, during Prohibition, I was forced to live for days on nothing but food and water.|W. C. Fields|['food']
One act of obedience is better than one hundred sermons.|Dietrich Bonhoeffer|['religion']
One always has time enough, if one will apply it well.|Johann Wolfgang von Goethe|['time']
One and God make a majority.|Frederick Douglass|['god']
One and one is two, and two and two is four, and five will get you ten if you know how to work it.|Mae West|['work']
One and the same thing can at the same time be good, bad, and indifferent, e.g., music is good to the melancholy, bad to those who mourn, and neither good nor bad to the deaf.|Baruch Spinoza|['music']
One can be a brother only in something. Where there is no tie that binds men, men are not united but merely lined up.|Antoine de Saint-Exupery|['men']
One can be instructed in society, one is inspired only in solitude.|Johann Wolfgang von Goethe|['society']
One can know a man from his laugh, and if you like a man's laugh before you know anything of him, you may confidently say that he is a good man.|Fyodor Dostoevsky|['good']
One can not be an American by going about saying that one is an American. It is necessary to feel America, like America, love America and then work.|Georgia O'Keeffe|['work']
One can survive everything, nowadays, except death, and live down everything except a good reputation.|Oscar Wilde|['death', 'good']
One can't write for all readers. A poet cannot write for people who don't like poetry.|Nathalie Sarraute|['poetry']
One cannot develop taste from what is of average quality but only from the very best.|Johann Wolfgang von Goethe|['best']
One cannot think well, love well, sleep well, if one has not dined well.|Virginia Woolf|['love']
One cannot wage war under present conditions without the support of public opinion, which is tremendously molded by the press and other forms of propaganda.|Douglas MacArthur|['war']
One certain effect of war is to diminish freedom of expression.|Howard Zinn|['freedom', 'war']
One change always leaves the way open for the establishment of others.|Niccolo Machiavelli|['change']
One cool judgment is worth a thousand hasty counsels. The thing to do is to supply light and not heat.|Woodrow Wilson|['cool']
One could not have isolated this retrovirus without knowledge of other retroviruses, that's obvious. But I believe we have answered the criteria of isolation.|Luc Montagnier|['knowledge']
One could write a history of science in reverse by assembling the solemn pronouncements of highest authority about what could not be done and could never happen.|Robert A. Heinlein|['history', 'science']
One crowded hour of glorious life is worth an age without a name.|Walter Scott|['age']
One death is a tragedy one million is a statistic.|Joseph Stalin|['death']
One difference between poetry and lyrics is that lyrics sort of fade into the background. They fade on the page and live on the stage when set to music.|Stephen Sondheim|['poetry']
One does not discover new lands without consenting to lose sight of the shore for a very long time.|Andre Gide|['time']
One does not leave a convivial party before closing time.|Winston Churchill|['time']
One does not need buildings, money, power, or status to practice the Art of Peace. Heaven is right where you are standing, and that is the place to train.|Morihei Ueshiba|['art', 'money', 'peace', 'power']
One doesn't have a sense of humor. It has you.|Larry Gelbart|['humor']
One doesn't have to get anywhere in a marriage. It's not a public conveyance.|Iris Murdoch|['marriage']
One ever feels his twoness - an American, a Negro two souls, two thoughts, two unreconciled strivings two warring ideals in one dark body, whose dogged strength alone keeps it from being torn asunder.|W. E. B. Du Bois|['alone', 'strength']
One faces the future with one's past.|Pearl S. Buck|['future']
One father is more than a hundred schoolmasters.|George Herbert|['fathersday']
One friend in a lifetime is much two are many three are hardly possible. Friendship needs a certain parallelism of life, a community of thought, a rivalry of aim.|Brooks Adams|['friendship']
One friend in a lifetime is much, two are many, three are hardly possible. Friendship needs a certain parallelism of life, a community of thought, a rivalry of aim.|Henry Adams|['friendship']
One good schoolmaster is of more use than a hundred priests.|Thomas Paine|['good']
One great object of the Constitution was to restrain majorities from oppressing minorities or encroaching upon their just rights.|James K. Polk|['great']
One great use of words is to hide our thoughts.|Voltaire|['great']
One had to take some action against fear when once it laid hold of one.|Rainer Maria Rilke|['fear']
One has only as much morality as one has philosophy and poetry.|Karl Wilhelm Friedrich Schlegel|['poetry']
One has to grow up with good talk in order to form the habit of it.|Helen Hayes|['good']
One irreducible residual of 38 years in the business is the number of lasting, loving friendships I have made.|Carroll O'Connor|['business']
One is certain of nothing but the truth of one's own emotions.|E. M. Forster|['truth']
One is not idle because one is absorbed. There is both visible and invisible labor. To contemplate is to toil, to think is to do. The crossed arms work, the clasped hands act. The eyes upturned to Heaven are an act of creation.|Victor Hugo|['work']
One is still what one is going to cease to be and already what one is going to become. One lives one's death, one dies one's life.|Jean-Paul Sartre|['death']
One is very crazy when in love.|Sigmund Freud|['love']
One isn't necessarily born with courage, but one is born with potential. Without courage, we cannot practice any other virtue with consistency. We can't be kind, true, merciful, generous, or honest.|Maya Angelou|['courage']
One learns more from listening than speaking.And both the wind and the people who continue to live close to nature still have much to tell us which we cannot hear within university walls.|Thor Heyerdahl|['nature']
One life is all we have and we live it as we believe in living it. But to sacrifice what you are and to live without belief, that is a fate more terrible than dying.|Joan of Arc|['life']
One lifetime is never enough to accomplish one's horticultural goals. If a garden is a site for the imagination, how can we be very far from the beginning?|Francis Cabot Lowell|['gardening', 'imagination']
One looks back with appreciation to the brilliant teachers, but with gratitude to those who touched our human feelings. The curriculum is so much necessary raw material, but warmth is the vital element for the growing plant and for the soul of the child.|Carl Jung|['teacher']
One loves to possess arms, though they hope never to have occasion for them.|Thomas Jefferson|['hope']
One loyal friend is worth ten thousand relatives.|Euripides|['relationship']
One man alone can be pretty dumb sometimes, but for real bona fide stupidity, there ain't nothin' can beat teamwork.|Edward Abbey|['alone']
One man cannot practice many arts with success.|Plato|['success']
One man scorned and covered with scars still strove with his last ounce of courage to reach the unreachable stars and the world will be better for this.|Miguel de Cervantes|['courage']
One man that has a mind and knows it can always beat ten men who haven't and don't.|George Bernard Shaw|['men']
One man with courage is a majority.|Thomas Jefferson|['courage']
One man with courage makes a majority.|Andrew Jackson|['courage']
One man's ways may be as good as another's, but we all like our own best.|Jane Austen|['best']
One may know how to gain a victory, and know not how to use it.|Pedro Calderon de la Barca|['war']
One may miss the mark by aiming too high as too low.|Thomas Fuller|['motivational']
One may sometimes tell a lie, but the grimace that accompanies it tells the truth.|Friedrich Nietzsche|['truth']
One merit of poetry few persons will deny: it says more and in fewer words than prose.|Voltaire|['poetry']
